trait,y_true,y_final
AF,134.2323220069724,104.27903684692612
AF,98.57330556039155,79.99819459606138
AF,129.60072843195326,94.47262202646618
AF,109.29165617450624,83.65223203405029
AF,95.95555826362357,86.34082888871441
AF,100.65378919241007,99.88909915100118
AF,95.42707050037471,91.92205104849788
AF,73.26509307355221,69.7510491034844
AF,125.6378883000996,100.96362807674458
AF,79.60783869709789,108.69809171639531
AF,54.049141157257964,78.47731938570506
AF,74.90678163054002,86.30052566077859
AF,112.02081279710404,85.29525871054896
AF,174.08919425271148,93.06886427531627
AF,173.16355976053651,108.20578511619803
AF,104.53838993122436,95.63382807266869
AF,144.8284049764514,91.85074805014449
AF,93.63648910606292,91.45367997475927
AF,72.17584007882343,97.88246361093603
AF,61.72597255299024,90.62972278097536
AF,68.80024162704476,70.75107425824636
AF,80.61290253505807,96.29247498908609
AF,97.57850506486429,97.67208194065813
AF,104.44096255015822,109.78323947681832
AF,90.66130975326145,82.74243867630003
AF,50.78852188954667,80.02834444170296
AF,112.30759140885294,97.07976352973232
AF,82.87068912620765,104.1146377055519
AF,152.79736977128888,84.56994503814994
AF,126.80909929019856,79.7849922402414
AF,89.58202261277911,104.12040981084587
AF,69.87938002343385,98.87452243797877
AF,88.35845370186297,101.28770391897609
AF,120.88224215132604,102.61450192555205
AF,94.4673736108499,105.02581225638966
AF,94.15382106231948,112.48895847179716
AF,101.17707091239586,103.77562222638551
AF,110.83680981498728,124.79075142849648
AF,95.6311473962873,113.94508465354795
AF,58.38889882135835,109.40671171121221
AF,113.32187738059343,127.23265808316776
AF,120.04704406783537,102.92335182863896
AF,75.73171637159774,106.95576010555979
AF,91.53101646638166,97.87815473379568
AF,91.3532672749709,112.80948180168954
AF,163.61909753019893,91.85542899856418
AF,59.20044659402532,98.50673188873944
AF,99.47737215904806,99.25544335330008
AF,73.42781911154665,91.6906155961526
AF,60.572908342265464,91.82195581793695
AF,185.71220644185559,111.7286149891329
AF,72.24842719632004,85.22596556543795
AF,89.63809913592712,93.42857446174173
AF,90.88472338129404,93.54554872601489
AF,81.5736406332355,105.89507399103641
AF,80.09408313786922,107.88590065507609
AF,82.08621277850867,93.5558729809755
AF,91.76320599591486,104.40689699503187
AF,74.47170515784006,97.94172413850575
AF,85.78354470394544,101.05471981855723
AF,87.72569632925935,91.24373029470632
AF,48.440001401526345,97.88072499410538
AF,101.05093592133616,117.25147326143691
AF,82.80405177244026,95.90250879660964
AF,61.556701774893654,105.13867347733395
AF,73.05194278795256,95.33432393168471
AF,98.34438840090942,114.33010634067537
AF,75.85026541390266,120.35716769932237
AF,77.76222198829073,108.14558748170327
AF,89.20436136006624,120.62785121138675
AF,78.97894867091827,104.05126681998773
AF,211.43363001968999,122.46178380262168
AF,101.44228163062627,106.57028088539427
AF,116.8039766031253,143.86528723501095
AF,91.91938729380713,118.11761478687467
AF,93.48015906407741,127.88947429585636
AF,85.54838029254762,111.92117557139593
AF,130.23571696595536,121.23390518504765
AF,68.68615490753677,133.63079981669046
AF,121.45446067798474,118.46069344568974
AF,190.8786837761325,106.88881161806984
AF,223.7441374077466,131.66902601501894
AF,156.22725981709675,126.57022561617921
AF,181.9610291546693,128.7961193476026
AF,297.5188277447074,134.40185156986016
AF,113.49977531609741,133.68637543335063
AF,237.49523133874308,112.23934364634738
AF,106.28598428259245,113.32663788074433
AF,97.50041441591814,110.76194963091376
AF,161.08092832330942,113.24435826661505
AF,98.46977967150295,95.07343059013576
AF,94.37574724941976,117.46748748226247
AF,192.30781702389356,114.65137643856482
AF,157.9842250463384,116.2317257068936
AF,92.98409751315286,119.52718146326026
AF,151.9481897430345,137.06146027016024
AF,93.55988589804909,118.51866438872784
AF,107.54569800816367,123.24399690180485
AF,117.5590016203646,129.62285912365166
AF,138.91790968783428,115.57005432849073
AF,57.27525179533971,99.16327779072985
AF,108.06302996442024,97.72082618959121
AF,79.98207883566647,104.16388263479246
AF,208.87939645073152,120.92582718777882
AF,104.0640450179115,112.66829078603686
AF,268.7636196413386,127.68940702171594
AF,148.26216236868328,105.69926544362943
AF,78.733818405274,107.18838102507902
AF,179.09101187578193,121.6814256410568
AF,88.41929003599434,106.8152756711998
AF,165.55098581307993,121.10345247070285
AF,109.60788611671482,127.26559749410364
AF,83.36511449210666,129.53544480763
AF,132.38283795174124,123.79605410027497
AF,96.60690864788103,120.21276676027534
AF,160.0056572733443,105.82279706862224
AF,70.43553418802364,113.48916830571
AF,107.6139715469566,99.12462726107758
AF,100.79479859279282,108.4402932780001
AF,104.95755078594863,112.1779522496933
AF,166.83018501486436,123.18127179903695
AF,115.55764984594485,102.87846031785739
AF,111.97633831322807,100.94791651076702
AF,149.26469755705853,120.40343100588746
AF,110.22547159180888,102.18649389120748
AF,81.83676893416069,105.70061568957865
AF,95.38423220152427,90.02390322984664
AF,99.76251458577141,102.83682409964733
AF,101.04974596859032,104.39584996751464
AF,160.8216673688082,97.1505335425953
AF,125.09378240706151,112.46296594566897
AF,88.77196228104445,111.82683994922212
AF,67.45648748879816,110.10175978963676
AF,80.42845985945195,114.86558991449758
AF,66.12954143308663,113.58140039265811
AF,88.1975125929873,100.61562647074561
AF,74.12632137335825,134.37637810186564
AF,112.10842306801698,123.88591772366121
AF,98.02027502175962,121.99710849514513
AF,82.9086188699815,98.04628824053398
AF,180.49783350955838,113.93869231217357
AF,64.2840734683727,113.58049337791829
AF,87.60045380275906,116.37502887401331
AF,57.329097157089244,115.0729927100205
AF,77.03516086057883,103.29038931414878
AF,86.15733861023432,120.2626122338131
AF,172.56932710807968,112.8343349256576
AF,77.23596538644034,140.60824973149283
AF,64.07211313551889,122.43329387151661
AF,106.02776453674386,112.12265707022564
AF,86.70367566467087,95.5027903709767
AF,104.3958930899093,104.02321197550452
AF,81.12368975121248,115.46524646832952
AF,102.3740146306237,112.7449833227543
AF,74.63294375490219,107.55619023094616
AF,64.49469510438743,118.72470466129234
AF,139.98142995443413,112.95580910639853
AF,179.20227245751852,85.08535565580112
AF,105.93256831707619,109.98106299654899
AF,103.41656198007804,115.29203823572666
AF,124.45269536523698,122.69637516459102
AF,82.09469119182282,87.51557884659573
AF,111.18457350496078,104.44511176884173
AF,85.54079434379285,100.39810454223172
AF,60.435320056027024,95.6670710060643
AF,136.7997938002284,97.83811262097632
AF,202.39311277721816,111.5775308132275
AF,152.1208816352754,148.3470559820676
AF,227.58277622175262,139.8875642675619
AF,250.70906160499004,153.3698231149517
AF,280.9177969874097,161.23964309846443
AF,203.44993955962263,157.32989013158505
AF,181.79086591201332,148.9369575147509
AF,139.44639745108316,156.41138548199137
AF,239.48646851482312,159.1502673931517
AF,89.19900657270995,148.32765201028656
AF,184.8390786145911,123.84790814338277
AF,111.15646087134016,149.21557936554592
AF,82.80910907161011,122.6204799989055
AF,111.02630978976326,140.11022681759374
AF,161.6217618462964,145.75296168629148
AF,245.2251643757587,144.12001495025947
AF,192.50058936872063,146.24724459723996
AF,163.96165517690935,152.78639527960428
AF,167.57078185506032,138.91413481896748
AF,188.38528654130542,131.82084703419184
AF,201.7364076056044,128.75165771395655
AF,259.80104430371966,160.81123976837782
AF,165.59560904104916,153.1045324109827
AF,103.9600728967432,139.12040888197282
AF,125.25933458282735,154.3521257028139
AF,216.98401585859546,142.98240432482515
AF,217.52827049572676,153.197743548985
AF,40.58690825531562,149.11331918635167
AF,65.34268517989595,115.85733771143487
AF,101.60545390090041,123.91245223198459
AF,174.52784058364898,154.77176461061043
AF,144.5158936365736,144.32730791784354
AF,115.72974676181282,148.2989285553299
AF,86.84171018318901,121.69554560211856
AF,164.51751185331267,131.427065560191
AF,189.9993086969523,107.35328394197342
AF,134.46138791054776,118.09667304071121
AF,55.22630191108612,133.17718208949924
AF,52.24398284180957,75.87083422307686
AF,113.76662221935337,118.30647517763988
AF,143.68605034043924,130.74737458502267
AF,82.90683394086273,137.9940691253296
AF,128.6957693687374,131.89282884077625
AF,79.85237398636924,163.39108560079887
AF,91.30492544467091,132.1940617666263
AF,106.34116834118106,98.33440153051993
AF,100.27657417197688,143.09531824251275
AF,109.43296306307545,140.83237755020974
AF,67.99137124805594,131.38830900827344
AF,90.4051724247181,123.29249630892228
AF,120.41295453718303,125.15820443929194
AF,99.71580894049696,119.9483787753004
AF,92.00982370249145,119.56484983327186
AF,127.1348488543739,128.84427224720488
AF,69.92653190098801,129.15106610354408
AF,87.13101744452281,133.21694450717098
AF,40.346984032934415,62.19770442272086
AF,92.12242298106712,84.86214859943289
AF,38.719277420710306,46.71188961559632
AF,115.22669423850643,76.29471480921339
AF,125.90309901833004,58.16089799863206
AF,65.26756941281442,76.11457278326537
AF,59.321970518194846,81.3073971457822
AF,105.01005745085908,83.52634036926418
AF,35.83022089788943,66.06321632021721
AF,36.74455083897886,67.00455099769007
AF,38.05111895391778,46.28169389760781
AF,67.28364685246402,71.8450430762509
AF,115.12034221184645,85.24513496447801
AF,58.98357770609489,55.73080623184268
AF,58.8085059083623,52.858761804410435
AF,80.04782372487445,74.03908346318514
AF,37.25325563782803,58.47413964823585
AF,80.29652384875627,75.79468127305353
AF,61.95860831480314,70.62282398130782
AF,33.98341423633643,70.05133743255689
AF,85.24613229510274,63.34273793404826
AF,45.189794220341206,80.85818604058699
AF,83.8171477914349,64.97158442863909
AF,42.590491191133836,68.45920487371626
AF,63.74442989813154,71.5794422072652
AF,75.61718341981006,81.30172249623911
AF,37.51117789549015,65.53045244217626
AF,37.27229488176157,60.986185839976734
AF,76.33115506731768,75.63931793740409
AF,78.03159754113162,76.93777188016708
AF,94.80056037968677,64.90079856108495
AF,72.11024393370866,54.88825328061645
AF,31.678029535353023,74.3795878828114
AF,99.9844407728717,70.83244664154375
AF,45.36412229760765,72.6791615110223
AF,96.6681912142921,94.04432072847891
AF,98.37726084551342,72.12501293242715
AF,113.47642249346018,127.66344098492397
AF,106.70157527907918,104.41837711293633
AF,195.779950392179,114.73718981697732
AF,172.78783218103564,122.71613703392639
AF,122.49090951961661,103.96394712647582
AF,146.15654098490876,117.11470612572478
AF,79.49345448940345,102.95873900332481
AF,92.58590957557414,106.60876967695438
AF,90.63706446606483,117.0020441187585
AF,150.91828564150478,122.31530026708522
AF,133.96681380055549,92.6009213686111
AF,72.43048996643446,92.07836108466407
AF,76.35034305534444,119.46639566260478
AF,163.4062447327857,104.29072901442058
AF,203.67617932542663,99.99745154602502
AF,102.63223437647228,106.50872881637834
AF,82.21710758055173,95.92733515860634
AF,108.82653339497368,104.74459982717698
AF,143.0488306450387,108.23921416823026
AF,106.86445006116685,121.05240437571624
AF,181.2979279870466,126.22504243836019
AF,138.9118111800118,126.83804688779799
AF,60.015861713116294,118.71048180245198
AF,71.22075425618877,110.58553735094627
AF,169.53167523612126,124.39527961486633
AF,54.079187464090566,128.72843065055514
AF,86.77090799481115,114.82850617092983
AF,182.0282614848096,104.3104929512709
AF,143.85933720905305,119.36265266108035
AF,81.6365593846721,106.39503787655434
AF,158.32440278755712,116.70812113014767
AF,115.24052743917689,119.31255102123305
AF,136.49784329096997,129.9207450393398
AF,99.44524343491022,101.49141451454227
AF,76.26377399308416,95.68215032823369
AF,156.32691835956138,96.25129088860581
AF,83.23972322151315,110.44870765550934
AF,69.15127768706932,114.34883649422376
